ID,Tweet,Affect_Dimension,Intensity_Score,Cleaned_Tweet
2017-En-10697,"Are you lost in the fury, fearing that you'll fail?",valence,0.35,are you lost in the fury fearing that youll fail
2017-En-11187,some of the casuals tweets that Vic has faved are making me gag #bitter,valence,0.135,some of the casuals tweets that vic has faved are making me gag
2017-En-10583,@judahandthelion TONIGHT. Legit can't wait to rage 🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🔥,valence,0.359,tonight legit cant wait to rage 🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🔥
2017-En-40661,ya boy gets mad tired of pine trees,valence,0.397,ya boy gets mad tired of pine trees
2017-En-40820,"MC: what are you listen to these days?\nBogum: these days I feel gloomy, I listen to ccm (spiritual song) often.\n\nChurch oppa mode. :)",valence,0.422,mc what are you listen to these daysnbogum these days i feel gloomy i listen to ccm spiritual song oftennnchurch oppa mode
2017-En-40076,@6itmap I can't help but feel melancholic!,valence,0.339,i cant help but feel melancholic
2017-En-30829,"@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",valence,0.121,i assure you there is no laughter but increasing anger at the costs and arrogance of westminster
2017-En-22005,"😩😩😩😩 heads melted, very tired but can't sleep. #nightmare",valence,0.113,😩😩😩😩 heads melted very tired but cant sleep
2017-En-30463,@LPDonovan this is why I think his pre prepped debate answers have the potential for hilarity,valence,0.607,this is why i think his pre prepped debate answers have the potential for hilarity
2017-En-10067,Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps,valence,0.35,once again the only thing on my feed is naay raging about something and my brother filling in all the gaps
2017-En-10448,Women don't like girls because we resent them for looking so great/we wish we still looked like that  #washed,valence,0.449,women dont like girls because we resent them for looking so greatwe wish we still looked like that
2017-En-10280,"the outrage has passed and has been replaced by a mute, fatalistic acceptance of the current situation.  #fatalism",valence,0.274,the outrage has passed and has been replaced by a mute fatalistic acceptance of the current situation
2017-En-31603,#Sports Top seed Johnson chases double delight at Tour Championship,valence,0.565,top seed johnson chases double delight at tour championship
2017-En-31109,"@Za_buhmaid Happy birthday sweety .. sweet 21 hun hope u have a wonderful day and a wondrful joyful year better than the last one, Luv U ♥",valence,0.95,happy birthday sweety sweet hun hope u have a wonderful day and a wondrful joyful year better than the last one luv u ♥
2017-En-20408,"@tylerhower Covering Milo might make sense—not much, even at that—but celebrating him as puckish is cooperation in something ghastly.",valence,0.333,covering milo might make sense—not much even at that—but celebrating him as puckish is cooperation in something ghastly
2017-En-11387,"Aidy: *has a physics question*\nAidy: '... ok, I'm not gonna ask Tristan cause I don't wanna aggravate her'",valence,0.338,aidy has a physics questionnaidy ok im not gonna ask tristan cause i dont wanna aggravate her
2017-En-31474,#MeogysDailyVocabEnhancment Elation: quality or state of being elated; feeling or state of great joy or pride,valence,0.694,elation quality or state of being elated feeling or state of great joy or pride
2017-En-41124,I can't pull myself out of depression,valence,0.054,i cant pull myself out of depression
2017-En-10582,@jessebwatters lol. Love it when you aggravate Juan. Keep up the good work. Lol,valence,0.6,lol love it when you aggravate juan keep up the good work lol
2017-En-30239,@MericanMainer AWW. I had a Maine Coon when I was little named Ted Eddy the Wonder Cat. They're such good cats! Very playful and sweet,valence,0.696,aww i had a maine coon when i was little named ted eddy the wonder cat theyre such good cats very playful and sweet
2017-En-21313,@CNN please fire don lemon!!Do not let him report on anymore  protest. He is #horrible #negative and runs away from the issue at hand!,valence,0.167,please fire don lemondo not let him report on anymore protest he is and runs away from the issue at hand
2017-En-31284,@NHLstoreNYC  cheering for @TeamNA_WCH and @HC_Men,valence,0.683,cheering for and
2017-En-31296,@StephaliciousD afternoon delight,valence,0.65,afternoon delight
2017-En-10509,@HuffPostUK  NO greater wrath than a woman scorned.,valence,0.362,no greater wrath than a woman scorned
2017-En-31260,When my friends send me ballons and fireworks through text... #amazing ,valence,0.855,when my friends send me ballons and fireworks through text
2017-En-11272,@GarthJennings loved #sing #tiff but 1 q there is 1 japanese line but obviously spoken by non japanese. no way to find japanese for 1 line?,valence,0.519,loved but q there is japanese line but obviously spoken by non japanese no way to find japanese for line
2017-En-30082,I would like to congratulate the people of Saudi Arabia a happy and a joyous national day. May you all have a great time! #اليوم_الوطني,valence,0.758,i would like to congratulate the people of saudi arabia a happy and a joyous national day may you all have a great time
2017-En-30054,You know you're in love when all you can do is smile whenever you talk about how he is to someone.,valence,0.621,you know youre in love when all you can do is smile whenever you talk about how he is to someone
2017-En-31273,"Traditionalists say it should be bored by or bored with, but not bored of, a 'rule' cheerfully ignored",valence,0.444,traditionalists say it should be bored by or bored with but not bored of a rule cheerfully ignored
2017-En-30337,@globemartyk 'drunken patroons' make this whole situation much more jovial though.,valence,0.532,drunken patroons make this whole situation much more jovial though
2017-En-31450,I understand now...if it's not pleasing to the ear...then it ain't what you want! I'm so so tired!!,valence,0.143,i understand nowif its not pleasing to the earthen it aint what you want im so so tired
2017-En-30454,Optimism leads to success. - Bill Kerr @Coach__Kerr #success #optimism #goals,valence,0.7,optimism leads to success bill kerr
2017-En-20032,"Being stuck in the roof of your house provides amazing view but sheer terror of falling down, kinda like life",valence,0.5,being stuck in the roof of your house provides amazing view but sheer terror of falling down kinda like life
2017-En-41368,You forever straight so fix that frown u good😇 @amayyaaag__,valence,0.613,you forever straight so fix that frown u good😇
2017-En-31525,"Mon Celtic, give us something to cheer - place is empty, soaked &amp; its my wee nephew's Birthday ffs, started well, now dropped off.",valence,0.467,mon celtic give us something to cheer place is empty soaked its my wee nephews birthday ffs started well now dropped off
2017-En-31548,5 person of renown cheerful expectation solutions-pleasure principle back: HsNHZMJSc,valence,0.672,person of renown cheerful expectation solutionspleasure principle back hsnhzmjsc
2017-En-10880,@TrueAggieFan oh so that's where Brian was! Where was my invite? #offended,valence,0.155,oh so thats where brian was where was my invite
2017-En-22217,Why does having anxiety drain some much of your energy #anxiety #sotired #needtosleepforhours,valence,0.406,why does having anxiety drain some much of your energy
2017-En-21375,@TamraBarney @ShannonBeador @RHOC_KellyDodd Tamra would F her up if she swung on Tamra\nKelly is a piece of 💩 #needstobeadmitted ,valence,0.26,tamra would f her up if she swung on tamrankelly is a piece of 💩
2017-En-30390,I aspire to have Val's self confidence and optimism tbh 👏💖 #GBBO,valence,0.742,i aspire to have vals self confidence and optimism tbh 👏💖
2017-En-11340,"#Scorpio's can withdraw to a quiet place after being hurt, only to think of a plan to sting back.",valence,0.313,s can withdraw to a quiet place after being hurt only to think of a plan to sting back
2017-En-11424,Circle K is dead to me. I hate your new slushie machine.  #livid,valence,0.342,circle k is dead to me i hate your new slushie machine
2017-En-30668,"If I were assured of your eventual destruction I would, in the interests of the public, cheerfully accept my own.' Sherlock Holmes",valence,0.5,if i were assured of your eventual destruction i would in the interests of the public cheerfully accept my own sherlock holmes
2017-En-30636,On the bright side with YouTube heroes leafy will finally get banned,valence,0.484,on the bright side with youtube heroes leafy will finally get banned
2017-En-31012,@Steeeevie_ breezy luvvvv,valence,0.645,breezy luvvvv
2017-En-31252,I love looking at my old statuses on Facebook. The one I have from four years ago on this day was about #glee. I had so many opinions...,valence,0.611,i love looking at my old statuses on facebook the one i have from four years ago on this day was about i had so many opinions
